date,tweetId,name,tweet,created_at,location
2020-12-15  17:32,1338543718152986626,AnthonyWriters,"Are you looking to pay someone to do your;
#Accounting 
#Paper
#Term paper
#Final paper
#Paper 
#Project
#Homework… https://t.co/ZdE8yYybRW",2020-12-14 17:57:46,"California, USA"
2020-12-15  17:32,1338543693142388741,CSforAR,"The #CSforAR team is happy to release our December 2020 Newsletter (Volume 2; Issue 6), which has all of our CSEdWe… https://t.co/XbjSd893Ib",2020-12-14 17:57:40,
2020-12-15  17:32,1338543521301753861,Homeworkpaperh1,"Are you looking to pay someone to do your;
#Accounting 
#Paper
#Term paper
#Final paper
#Paper 
#Project
#Homework… https://t.co/M5nG7zCdHF",2020-12-14 17:56:59,"Ohio, USA"
2020-12-15  17:32,1338543497188683778,Real_HeftyTrout,@jason_games1984 @VICE Sounds like they just need to improve their algorithm for what shows up in people's Twitter… https://t.co/OT8SEZmHRP,2020-12-14 17:56:53,
2020-12-15  17:32,1338543454847111168,TheRealGriz_,"RT @itsafronomics: Good morning to everyone but University of Texas Computer Science department @UTCompSci, which has been using a  biased…",2020-12-14 17:56:43,"Houston, TX"
2020-12-15  17:32,1338543290816352258,Reiki4harmony,@RoxieReads I have a degree in Animal Science from a 4 year college and a degree in Computer Science from a teeny t… https://t.co/XcTUeENig2,2020-12-14 17:56:04,Northern Kentucky
2020-12-15  17:32,1338543152978939906,philedsphil,@HugoKennedy9 @PoissonProcess @afneil From HESA. “Around 5% of UK graduates of computer science and law were unempl… https://t.co/fweCOw6K3Z,2020-12-14 17:55:31,"London, England"
2020-12-15  17:32,1338543054928621568,MikeStucka,"RT @itsafronomics: Good morning to everyone but University of Texas Computer Science department @UTCompSci, which has been using a  biased…",2020-12-14 17:55:07,Florida
2020-12-15  17:32,1338543034963644417,paul_magno,"RT @itsafronomics: Good morning to everyone but University of Texas Computer Science department @UTCompSci, which has been using a  biased…",2020-12-14 17:55:03,"Washington, USA"
2020-12-15  17:32,1338542552807510017,kazinome,@biggestboots i only have computer science and english,2020-12-14 17:53:08,아무리 간절히 쥐어봐도 금처럼 빛난 사랑이 재가 되어가 타버린 내 심장이 돌처럼 굳은 걸 조각나버린 파편이 흘러내려 다친 맘으로 발을 떼 붉게 물든 채 깊이 패인 상처에 널 잊지 않게
2020-12-15  17:32,1338542419395006464,johnwangdev,"RT @itsafronomics: Good morning to everyone but University of Texas Computer Science department @UTCompSci, which has been using a  biased…",2020-12-14 17:52:36,
2020-12-15  17:32,1338542273877987334,accuratewriter2,"We deliver quality grades in :
Calculus
Algebra
Math
English 
Thesis
Math
Essay assignments
History
Geography
Assig… https://t.co/zoxjAo3L04",2020-12-14 17:52:01,chicago
2020-12-15  17:32,1338542258514178049,dangermouze1,@JohnCleese Some members of ISIS also had PhD’s in computer science and engineering etc. Qualifications aren’t everything,2020-12-14 17:51:57,Phobia-phobic ancient alien 
2020-12-15  17:32,1338542205984788480,astrojoeg,"RT @itsafronomics: Good morning to everyone but University of Texas Computer Science department @UTCompSci, which has been using a  biased…",2020-12-14 17:51:45,"Austin, TX (Tonkawa land)"
2020-12-15  17:32,1338542039881961472,CastleMeadAcad,"RT @TF_Ambassadors: 💼 @CastleMeadAcad in Leicester are recruiting for the following roles:

🔵 Assistant Principal, Standards and Achievemen…",2020-12-14 17:51:05,"Leicester, England"
2020-12-15  17:32,1338542001248231424,LaurieL20065852,@charliekirk11 Sure he does if he tells Joe Biden to do it.  Joe Biden says he will put science first. Maybe he means computer science.,2020-12-14 17:50:56,"Alabama, USA"
2020-12-15  17:32,1338541959200301057,USwriters254,"Get a discount on ;
#Accounting 
#Paper
#Term paper
#Final paper
#Paper due
Project
#Homework
Test
Research paper… https://t.co/nCcwxWFVt6",2020-12-14 17:50:46,USA 
2020-12-15  17:32,1338541904091357184,TopGrade20,"We deliver quality grades in :
Calculus
Algebra
Math
English 
Thesis
Math
Essay assignments
History
Geography
Assig… https://t.co/bIU9pYyess",2020-12-14 17:50:33,United States
2020-12-15  17:32,1338541883325374465,ryxcommar,"RT @itsafronomics: Good morning to everyone but University of Texas Computer Science department @UTCompSci, which has been using a  biased…",2020-12-14 17:50:28,Massachusetts
2020-12-15  17:32,1338541875922350089,USwriters254,"We are offering discount on;
#Accounting 
#Paper
#Term paper
#Final paper
#Paper due
Project
#Homework
Test
Researc… https://t.co/oWEQwY1IJD",2020-12-14 17:50:26,USA 
2020-12-15  17:32,1338541869219790848,Cocquyt,"“With an mRNA vaccine, you sit at your computer and design what that piece of RNA is going to look like, and then y… https://t.co/W5Te3H5ZCS",2020-12-14 17:50:25,"Stanford, CA"
2020-12-15  17:32,1338541844871974918,BonsonMrs,Elfred spent the day in the Computer Science Department today.... he was quite the Engineer and Entrepreneur!… https://t.co/Du1yfVQnNO,2020-12-14 17:50:19,"Whitefield, Greater Manchester"
2020-12-15  17:32,1338541629045616644,TopGrade20,"We deliver quality grades in :
Calculus
Algebra
Math
English 
Thesis
Math
Essay assignments
History
Geography
Assig… https://t.co/dfoUk42ZxV",2020-12-14 17:49:27,United States
2020-12-15  17:32,1338541617058172934,malcgreaves,"RT @itsafronomics: Good morning to everyone but University of Texas Computer Science department @UTCompSci, which has been using a  biased…",2020-12-14 17:49:25,"San Francisco and Oakland, CA"
2020-12-15  17:32,1338541609986748416,booyaa,"RT @itsafronomics: Good morning to everyone but University of Texas Computer Science department @UTCompSci, which has been using a  biased…",2020-12-14 17:49:23,@booyaa@cybre.space
2020-12-15  17:32,1338541284450070531,AWARDFellowship,"Google is looking for research interns to be embedded throughout the company, contributing to the setup of large-sc… https://t.co/6wkEbPtQJy",2020-12-14 17:48:05,"Nairobi, Kenya"
2020-12-15  17:32,1338541133123739649,burntboi,Being self-taught is cool and all because you can really focus on specific niches of topics you want to learn but I… https://t.co/D6nhYoBc6a,2020-12-14 17:47:29,"Phoenix, AZ"
2020-12-15  17:32,1338541123455873026,programminbuddy,"RT @the_cs_book: looking fetch on @leanpub #programming 

https://t.co/MOAAqiA4Xt https://t.co/ZkqaH0WmGG",2020-12-14 17:47:27,United States
2020-12-15  17:32,1338541084004245504,the_cs_book,"looking fetch on @leanpub #programming 

https://t.co/MOAAqiA4Xt https://t.co/ZkqaH0WmGG",2020-12-14 17:47:17,
2020-12-15  17:32,1338540994397171714,tariqcarrim,Alhamdullilah passed first year BSc Computer Science 😌 https://t.co/wfAfLZIZop,2020-12-14 17:46:56,"Pretoria, South Africa"
2020-12-15  17:32,1338540771612356609,thehenman_12,"RT @itsafronomics: Good morning to everyone but University of Texas Computer Science department @UTCompSci, which has been using a  biased…",2020-12-14 17:46:03,"Atlanta, GA"
